STRUC_Easting,STRUC_Northing,STRUC_Elevation,Leapfrog Dip,Leapfrog Dip Direction,Mute Flag
9354.15,5798.93,3817.23,37.262,70.747,M
9353.45,5798.82,3815.57,47.405,69.857,1
9348.48,5798.06,3803.85,30.606,66.655,M
9346.7,5797.82,3799.68,42.214,69.617,M
9391.76,5817.63,3813.71,41.111,76.661,3
9391.52,5817.74,3811.93,45.746,72.706,1
9391.03,5817.98,3808.32,52.798,94.601,M
9390.35,5818.33,3803.17,54.62,90.749,1
9389.69,5818.65,3798.28,46.793,79.486,1
9389.57,5818.71,3797.39,41.843,80.169,1
9389.25,5818.87,3794.97,39.517,59.48,3
9389.01,5818.95,3793.33,39.281,57.179,3
9388.89,5819,3792.49,43.543,50.834,M
9388.63,5819.09,3790.62,41.872,77.94,M
9388.26,5819.22,3788.04,43.548,106.46,M
9388.18,5819.25,3787.45,38.164,94.359,3
9387.8,5819.38,3784.78,41.905,76.044,M
9387.7,5819.42,3784.14,41.914,76.059,1
9387.44,5819.51,3782.31,41.943,76.291,M
9387.32,5819.55,3781.42,47.664,84.098,3
9386.72,5819.77,3777.22,47.224,78.541,M
9386.35,5819.9,3774.65,48.338,93.518,3
9386.13,5819.98,3773.16,42.487,81.647,M
9385.23,5820.34,3767.04,42.591,82.376,M
9385.2,5820.35,3766.84,37.493,81.855,M
9384.96,5820.45,3765.21,38.543,95.729,1
9384.67,5820.56,3763.24,38.572,95.823,1
9384.41,5820.67,3761.41,38.341,91.66,M
9383.77,5820.92,3757.12,38.604,95.28,M
9383.59,5821,3755.88,34.018,107.301,M
9383.03,5821.21,3752.13,33.142,88.001,1
9382.94,5821.24,3751.54,37.603,81.138,1
9381.54,5821.76,3742.2,38.795,95.374,M
9381.23,5821.87,3740.13,32.714,80.086,M
9379.44,5822.38,3728.58,52.294,69.181,1
9378.55,5822.59,3722.95,43.18,78.341,1
9406.85,5807.79,3931.53,33.075,88.396,1
9406.54,5807.03,3928.39,44.532,86.607,M
9405.97,5805.63,3922.63,42.665,73.424,1
9405,5803.27,3912.91,39.966,84.071,1
9404.2,5801.35,3905.09,46.863,78.587,1
9401.88,5796.3,3884.37,51.622,61.831,M
9398.62,5789.94,3858.38,54.034,76.92,3
9394.08,5781.55,3823.67,50.994,68.502,M
9393.72,5780.91,3820.97,47.673,59.208,3
9392.68,5779.06,3813.26,42.225,61.356,1
9392.59,5778.91,3812.63,39.821,72.185,M
9392.36,5778.5,3810.94,52.637,61.031,M
9392.18,5778.2,3809.69,40.714,68.657,M
9389.95,5774.5,3794.39,50.718,75.76,3
9389.59,5773.96,3792.18,44.074,81.713,M
9389.46,5773.77,3791.42,37.359,86.252,M
9389.02,5773.12,3788.73,38.509,82.979,1
9388.04,5771.65,3782.73,36.265,91.026,3
9387.41,5770.73,3778.95,31.926,87.018,1
9386.85,5769.97,3775.73,38.508,84.471,M
9386.64,5769.68,3774.53,43.076,87.725,M
9385.67,5768.35,3768.92,35.915,74.827,3
9385.5,5768.12,3767.96,46.118,76.989,1
9384.95,5767.36,3764.75,50.849,79.353,1
9381.84,5763.29,3747.18,44.041,86.486,1
9381.6,5762.99,3745.88,40.388,80.116,1
9381.34,5762.65,3744.39,47.62,93.146,M
9380.59,5761.69,3740.22,31.322,73.331,1
9380,5760.98,3737.05,39.455,84.315,1
9379.78,5760.71,3735.85,35.832,77.612,M
9379.39,5760.23,3733.74,42.174,73.852,M
9379.1,5759.87,3732.15,48.775,89.947,M
9404.82,5802.22,3935.55,39.89,19.095,3
9403.74,5800.93,3932.24,45.282,25.814,1
9403.06,5800.12,3930.15,46.756,13.481,M
9402.07,5798.95,3927.14,43.589,1.83,M
9400.62,5797.22,3922.68,34.408,3.37,M
9399.46,5795.84,3919.13,44.443,9.276,3
9397.54,5793.67,3913.37,41.039,351.995,3
9395.41,5791.28,3906.97,41.81,12.707,M
9393.31,5788.93,3900.68,40.156,30.355,M
9391.98,5787.45,3896.69,51.756,21.947,M
9390.93,5786.29,3893.53,41.961,18.982,1
9388.13,5783.19,3885.12,49.568,9.639,3
9387.48,5782.47,3883.16,41.893,19.123,3
9385.35,5780.13,3876.76,36.824,18.862,M
9383.97,5778.63,3872.64,55.375,30.407,M
9374.62,5768.44,3844.67,50.655,13.194,1
9372.58,5766.26,3838.62,38.878,338.899,1
9371.72,5765.34,3836.06,46.197,16.51,M
9369.88,5763.38,3830.64,39.917,16.092,M
9369.07,5762.51,3828.22,41.508,6.955,M
9366.94,5760.32,3822.03,43.976,12.44,M
9362.58,5755.92,3809.44,43.952,0.942,M
9359.63,5753.01,3801.01,45.076,16.183,M
9357.68,5751.09,3795.46,46.823,7.277,1
9355.69,5749.14,3789.78,31.549,2.912,M
9354.84,5748.33,3787.37,39.737,18.436,M
9354.47,5747.98,3786.33,16.407,354.975,M
9351.59,5745.23,3778.18,51.155,355.113,3
9350.55,5744.23,3775.2,36.998,2.138,3
9349.8,5743.52,3773.09,35.027,10.682,3
9348.52,5742.31,3769.48,14.632,97.702,3
9348.15,5741.97,3768.44,30.618,117.351,M
9346.81,5740.71,3764.65,20.621,109.156,M
9344.23,5738.32,3757.41,45.844,20.276,1
9383.21,5986.59,3887.64,35.128,83.315,M
9385.96,5986.01,3855.46,36.371,58.375,3
9386.44,5985.89,3849.88,30.807,70.346,1
9390.66,5984.49,3796.22,60.308,75.193,M
9391.01,5984.36,3791.58,41.428,73.877,M
9391.15,5984.29,3789.59,36.664,69.528,3
9391.17,5984.28,3789.29,31.426,74.269,M
9391.38,5984.18,3786.25,37.148,61.915,M
9391.49,5984.13,3784.55,49.937,67.1,M
9392.7,5983.51,3766.8,37.502,65.978,1
9392.78,5983.46,3765.56,38.09,57.194,M
9392.81,5983.43,3764.91,56.836,80.45,M
9392.93,5983.34,3762.91,37.898,61.605,1
9393.17,5983.16,3758.78,38.242,58.464,M
9393.29,5983.06,3756.73,38.045,62.584,3
9388.91,5990.01,3911.43,31.646,17.673,M
9391.56,5990.56,3904.12,42.629,359.851,3
9392.75,5990.8,3900.83,40.917,24.71,3
9442.97,6000.04,3759.27,36.296,67.889,M
9446.14,6000.5,3750.01,31.047,82.013,M
9449.02,6000.88,3741.44,29.907,37.057,M
9450,6001.01,3738.5,34.707,40.014,M
9390.46,5984.82,3908.32,40.622,155.858,M
9401.32,5982.42,3878.63,28.923,149.705,M
9417.35,5978.74,3833.59,19.152,182.031,M
9437.5,5973.24,3774.75,34.367,149.569,M
9442.87,5971.57,3758.54,26.396,123.731,M
9445.5,5970.72,3750.52,27.781,139.38,M
9447.78,5969.98,3743.55,34.611,150.893,1
9393.95,5924.51,3856.43,38.126,68.546,M
9395.52,5924.48,3811.61,38.97,37.905,M
9395.81,5924.44,3801.56,38.549,68.042,3
9396.09,5924.4,3792.11,38.638,88.712,M
9396.18,5924.29,3787.17,39.215,69.092,M
9396.22,5924.23,3784.77,38.957,84.378,M
9396.45,5923.88,3770.07,40.026,78.098,3
9396.42,5923.66,3762.68,40.604,75.296,3
9396.41,5923.59,3760.18,35.593,75.744,M
9396.4,5923.52,3757.73,40.565,76.062,M
9396.37,5923.33,3750.78,40.614,70.963,1
9396.36,5923.24,3746.33,40.664,65.873,1
9396.34,5923.08,3738.88,45.616,78.512,3
9396.34,5923.03,3736.59,35.44,91.64,3
9396.33,5923.01,3735.29,30.613,88.04,1
9396.32,5922.93,3731.99,40.995,82.792,1
9396.04,5922.5,3721.1,37.255,65.046,M
9395.94,5922.32,3716.8,41.45,89.458,3
9395.92,5922.29,3715.95,40.798,104.087,M
9395.67,5921.91,3707.02,62.413,66.5,M
9395.57,5921.74,3703.22,31.994,78.78,M
9395.37,5921.43,3696.18,43.251,45.182,1
9394.92,5920.88,3684.95,53.373,69.012,M
9394.63,5920.55,3678.67,43.519,69.129,M
9394.54,5920.44,3676.72,33.372,72.68,3
9394,5919.82,3665.1,38.41,72.94,M
9393.97,5919.79,3664.5,43.403,73.402,1
9393.74,5919.52,3659.52,43.629,68.97,1
9392.91,5918.6,3642.96,44.149,61.252,3
9403.5,5928.01,3906.68,84.26,273.364,M
9410.28,5929.76,3887.52,74.752,255.755,3
9420.33,5932.31,3858.57,60.917,225.038,1
9422,5932.7,3853.66,66.507,228.09,M
9440.25,5936.48,3799.32,26.587,88.014,M
9442.82,5936.89,3791.49,33.159,52.269,M
9449.74,5937.96,3770.32,41.877,81.706,M
9454.42,5938.61,3755.66,42.416,82.476,M
9456.06,5938.82,3750.41,44.69,51.477,M
9457.62,5939.02,3745.35,33.005,83.257,M
9458.16,5939.08,3743.53,33.905,62.591,1
9460.33,5939.31,3736.2,44.791,58.88,1
9462.47,5939.55,3728.86,35.101,57.289,3
9463.37,5939.63,3725.74,29.635,63.08,M
9464.03,5939.68,3723.43,40.123,59.336,M
9413.96,5919.8,3862.67,37.716,30.638,1
9419.21,5918.54,3843.52,29.482,47.885,M
9428.03,5915.91,3810.17,39.255,56.997,M
9435.78,5913.22,3779.44,43.587,67.412,1
9436.17,5913.08,3777.85,33.018,70.057,M
9437,5912.76,3774.41,35.489,110.815,1
9438.4,5912.21,3768.55,30.186,56.063,3
9438.8,5912.05,3766.85,47.897,75.703,M
9439.06,5911.95,3765.79,36.76,85.499,1
9439.48,5911.79,3764.04,39.827,61.304,3
9440.06,5911.56,3761.62,46.737,87.675,M
9441.63,5910.93,3754.93,39.917,61.903,M
9442.16,5910.71,3752.65,39.94,62.054,1
9442.55,5910.55,3750.96,32.639,78.581,M
9443.1,5910.33,3748.58,35.155,60.315,M
9444.07,5909.93,3744.41,39.177,68.962,M
9444.44,5909.78,3742.81,40.086,63.383,1
9445.39,5909.39,3738.74,33.605,74.148,M
9447.56,5908.36,3728.77,37.471,89.815,M
9447.73,5908.28,3727.99,43.635,79.034,M
9410.84,5861.43,3795.72,33.765,235.64,M
9412.27,5858.63,3777.32,27.512,223.435,3
9412.7,5857.77,3771.64,42.195,244.149,M
9422.84,5885.04,3873.49,29.942,72.764,1
9438.04,5885.46,3831.99,26.902,56.344,M
9467.35,5884.95,3749.24,26.377,76.515,1
9472.67,5884.7,3733.67,36.636,79.114,1
9476.17,5884.5,3723.3,31.873,79.24,M
9477.53,5884.4,3719.22,34.948,52.239,3
9407.49,5836.87,3923.16,38.576,98.003,3
9408.09,5836.51,3917.4,30.024,73.59,3
9409.19,5835.84,3906.63,29.645,79.796,1
9409.29,5835.78,3905.68,33.669,98.164,M
9410.06,5835.3,3898.04,34.637,81.859,3
9413.98,5832.61,3856.86,31.186,68.685,3
9414.3,5832.37,3853.33,31.662,63.66,M
9414.45,5832.26,3851.69,35.211,81.614,M
9418.11,5829.32,3811.12,36.055,73.154,M
9419.89,5827.72,3790,45.151,284.733,1
9420.35,5827.19,3783.34,46.336,32.817,M
9420.5,5827.03,3781.2,37.415,21.414,M
9420.77,5826.73,3777.37,42.269,74.006,1
9421.09,5826.35,3772.65,31.92,77.703,M
9421.31,5826.07,3769.16,37.335,74.401,1
9421.7,5825.57,3763,36.456,85.976,M
9421.73,5825.53,3762.55,32.415,74.056,M
9421.91,5825.3,3759.72,36.48,86.284,M
9422.07,5825.1,3757.33,35.72,97.341,3
9422.25,5824.85,3754.19,35.75,97.636,3
9422.35,5824.73,3752.65,32.465,75.044,1
9422.43,5824.62,3751.21,38.359,66.157,1
9422.51,5824.52,3749.96,41.935,82.911,M
9424.43,5843.21,3884.9,42.812,82.273,1
9439.5,5846.79,3833.58,20.883,73.893,M
9457.46,5850.45,3769.61,33.774,79.93,3
9459.3,5850.78,3763.23,25.469,110.775,1
9460.47,5850.98,3759.04,34.481,93.683,M
9460.9,5851.06,3757.45,44.216,80.119,3
9465.03,5851.77,3742.42,25.025,79.129,1
9465.34,5851.82,3741.21,25.096,80.705,M
9468.62,5852.33,3728.28,41.089,68.483,M
9469.29,5852.44,3725.62,31.236,67.218,M
9469.81,5852.52,3723.59,31.041,80.863,3
9487.74,5855.3,3644.34,42.968,64.396,1
9487.92,5855.32,3643.51,32.709,69.44,M
9489.16,5855.47,3637.9,37.548,76.66,M
9489.41,5855.5,3636.77,43.005,64.915,M
9489.86,5855.55,3634.72,38.033,64.371,3
9490.66,5855.65,3631.06,49.442,48.564,3
9491.3,5855.73,3628.18,38.065,64.685,M
9491.94,5855.8,3625.25,38.227,62.357,M
9492.88,5855.9,3620.95,33.276,61.641,M
9493.54,5855.97,3617.93,32.652,90.475,1
9497.03,5856.41,3601.96,29.756,40.662,M
9441.65,5833.07,3840.37,31.301,90.906,M
9443.31,5832.81,3835.4,20.715,44.276,M
9453.99,5831.18,3803.37,32.571,41.335,M
9470.55,5828.5,3752.57,32.602,85.174,3
9473.57,5827.99,3743,27.728,115.069,3
9474.16,5827.88,3741.09,33.181,121.067,3
9474.94,5827.75,3738.61,32.744,85.669,M
9475.43,5827.66,3737.04,27.788,84.685,M
9477.48,5827.3,3730.46,33.864,72.062,M
9477.86,5827.23,3729.27,28.964,70.173,M
9411.39,5806.18,3926.92,37.685,75.543,M
9411.7,5805.93,3920.73,32.74,76.676,M
9415.14,5799.8,3794.89,48.438,111.688,1
9415.15,5799.71,3793.39,39.544,90.423,3
9415.15,5799.66,3792.44,39.77,86.499,M
9415.16,5799.61,3791.49,45.093,81.226,M
9415.2,5799.11,3782.86,34.848,85.67,M
9415.23,5798.77,3776.87,55.56,74.908,1
9415.24,5798.66,3774.97,40.57,74.204,M
9415.24,5798.58,3773.57,40.078,84.648,1
9415.25,5798.52,3772.68,43.76,70.48,3
9415.24,5798.44,3770.43,40.727,71.123,M
9415.24,5798.37,3768.38,45.052,87.377,1
9415.24,5798.31,3766.93,35.234,83.091,M
9415.23,5798.26,3765.48,40.526,76.477,M
9415.23,5798.16,3762.73,36.106,59.948,3
9415.22,5798.06,3760.08,35.597,75.717,M
9415.22,5798,3758.33,45.655,75.225,3
9415.22,5797.94,3756.59,45.408,82.78,3
9415.22,5797.88,3754.99,40.597,78.011,M
9415.21,5797.81,3753.29,35.428,83.058,1
9415.21,5797.78,3752.34,45.412,84.279,M
9415.19,5797.69,3749.94,30.444,83.582,1
9415.18,5797.59,3747.39,41.126,65.925,1
9415.17,5797.57,3746.84,38.164,64.894,M
9415.15,5797.44,3743.5,45.968,72.6,M
9415.15,5797.41,3742.55,48.173,67.304,1
9415.14,5797.38,3741.95,41.152,68.096,M
9415.13,5797.32,3740.3,31.181,67.888,M
9415.11,5797.2,3737.05,40.72,83.108,3
9415.11,5797.18,3736.55,30.669,84.139,3
9415.11,5797.16,3735.9,30.86,79.551,1
9415.09,5797.05,3733.25,72.874,219.688,M
9415.08,5797.02,3732.45,40.857,82.173,M
9415.03,5796.89,3729.41,62.743,216.479,M
9414.99,5796.78,3726.66,21.651,62.464,1
9414.95,5796.65,3723.61,46.534,69.528,3
9414.67,5795.79,3707.84,41.613,80.851,1
9414.41,5795.22,3696.56,41.671,84.62,3
9415.13,5806.48,3930.22,35.292,137.355,M
9417.03,5806.28,3924.29,50.939,138.038,M
9418.54,5806.13,3919.59,34.221,128.259,1
9421.92,5805.76,3908.81,40.63,135.293,M
9427.27,5805.15,3891.36,38.755,116.464,1
9430.76,5804.73,3879.79,35.234,144.833,M
9438.54,5803.64,3853.65,35.808,292.431,3
9440.05,5803.43,3848.54,40.021,357.96,3
9441.93,5803.16,3842.21,29.849,69.143,M
9443.59,5802.92,3836.61,33.864,112.132,M
9447.6,5802.32,3822.74,52.091,110.43,1
9448.17,5802.24,3820.76,48.334,146.897,M
9450.81,5801.82,3811.43,62.621,340.369,M
9465.27,5799.28,3758.58,24.129,146.229,3
9465.34,5799.27,3758.28,30.823,121.191,3
9467.49,5798.88,3749.98,30.663,114.254,M
9468.49,5798.69,3746.1,34.747,113.655,3
9469.02,5798.6,3744.02,35.434,124.102,1
9470.39,5798.34,3738.57,30.948,114.252,M
9471.29,5798.18,3734.98,31.901,127.712,M
9472.32,5797.99,3730.84,34.152,113.818,1
9473.17,5797.83,3727.43,39.26,113.239,3
9473.5,5797.77,3726.08,38.109,94.211,1
9473.98,5797.68,3724.15,28.186,107.722,1
9475.57,5797.38,3717.45,26.93,143.554,1
9476.33,5797.23,3714.26,38.393,151.063,1
9477.11,5797.08,3710.95,39.591,144.398,1
9477.69,5796.97,3708.5,34.33,133.443,M
9478.78,5796.77,3703.88,37.498,119.855,M
9479.41,5796.64,3701.02,40.549,131.677,M
9481,5796.34,3693.77,32.652,114.062,M
9481.65,5796.21,3690.78,24.669,70.819,M
9482.29,5796.09,3687.9,38.985,132.317,3
9483.56,5795.83,3682.01,37.136,133.145,M
9487.25,5795.02,3664.4,43.423,133.129,M
9489.45,5794.46,3653.44,33.706,136.206,1
9489.62,5794.42,3652.59,39.189,128.806,M
9490.25,5794.26,3649.42,30.407,143.888,3
9492.09,5793.78,3640.13,39.82,135.31,3
9492.52,5793.66,3637.89,31.211,150.415,M
9496.53,5792.55,3617.14,43.837,152.749,M
9412.58,5802.54,3927.1,37.314,83.609,M
9413.59,5801,3919.62,39.587,50.649,3
9414.56,5799.48,3912.24,34.935,71.686,M
9415.47,5797.97,3904.69,46.715,67.585,1
9417.18,5795.06,3890.28,39.522,54.327,M
9422.69,5784.49,3839.36,37.268,68.677,M
9424.63,5780.12,3818.35,57.056,52.826,M
9427.07,5774.55,3791.32,40.594,56.586,3
9427.58,5773.35,3785.62,43.797,43.21,M
9427.9,5772.59,3782.02,50.56,36.553,3
9428.38,5771.46,3776.65,53.354,47.491,M
9429.08,5769.75,3768.61,55.384,38.708,M
9429.56,5768.56,3763.01,51.176,58.214,3
9430.06,5767.28,3756.91,48.98,69.042,1
9430.4,5766.26,3752.03,48.402,49.364,M
9431.36,5763.41,3738.35,56.959,60.046,M
9431.96,5761.17,3727.6,34.745,67.498,1
9433.02,5757.06,3708.06,40.395,91.548,1
9433.48,5755.2,3699.26,38.175,87.283,1
9434.32,5751.74,3682.64,50.009,71.537,M
9414.89,5805.6,3933.81,28.656,138.454,M
9417.96,5804.73,3926.47,29.956,146.08,M
9419.12,5804.41,3923.69,33.757,143.694,M
9421.29,5803.8,3918.51,29.736,138.178,3
9430.86,5801.07,3895.62,32.094,121.485,3
9446.43,5796.53,3858.03,33.01,160.567,3
9457.91,5793,3830.1,29.389,123.402,1
9467.12,5790.14,3807.37,43.246,147.635,M
9475.35,5787.5,3786.51,25.382,195.586,3
9487.23,5783.82,3756.53,27.56,73.171,M
9492.25,5782.37,3743.98,89.474,105.745,1
9494.85,5781.64,3737.45,66.398,270.473,1
9495.58,5781.44,3735.61,38.206,56.42,M
9499.61,5780.27,3725.36,35.791,70.004,M
9500.6,5779.98,3722.81,34.816,77.026,M
9501.97,5779.58,3719.28,35.858,77.65,1
9502.1,5779.54,3718.97,34.074,84.382,1
9506.11,5778.32,3708.54,27.46,41.044,M
9506.84,5778.1,3706.62,33.5,62.534,M
9508.38,5777.61,3702.55,34.255,70.618,1
9511.92,5776.49,3693.18,36.303,71.979,1
9513.6,5775.95,3688.69,35.384,78.973,1
9515.49,5775.33,3683.61,36.918,69.774,M
9516.18,5775.11,3681.76,29.357,65.418,3
9518.53,5774.35,3675.47,28.453,60.213,1
9520.07,5773.84,3671.32,32.11,70.651,M
9520.66,5773.65,3669.76,30.386,85.115,M
9522.15,5773.17,3665.74,33.285,78.829,M
9525.35,5772.1,3656.27,38.536,67.257,M
9526.86,5771.59,3651.79,43.516,69.451,3
9530.21,5770.47,3641.85,30.678,33.773,3
9390.34,5922.43,3936.35,49.023,208.564,M
9391.27,5921.38,3930.72,42.001,200.405,3
9391.93,5920.6,3926.65,39.984,189.545,3
9410.13,5896.89,3803.22,34.925,220.95,M
9410.42,5896.49,3801.17,46.671,226.356,M
9410.76,5896.02,3798.74,44.256,238.597,M
9410.84,5895.9,3798.16,41.925,228.874,3
9411.11,5895.53,3796.22,43.089,233.985,M
9411.43,5895.05,3793.83,47.096,237.678,M
9411.51,5894.94,3793.25,40.771,224.244,M
9411.79,5894.52,3791.16,41.925,229.486,3
9412.11,5894.06,3788.83,50.162,242.078,1
9412.89,5892.9,3782.99,43.338,212.384,M
9413.14,5892.53,3781.14,37.509,209.285,M
9413.24,5892.37,3780.37,30.309,226.368,3
9413.37,5892.18,3779.39,40.432,196.037,M
9413.57,5891.89,3777.93,36.532,203.924,M
9413.8,5891.54,3776.18,38.394,238.336,M
9413.88,5891.41,3775.5,41.805,252.398,M
9413.99,5891.23,3774.63,41.801,252.474,M
9414.1,5891.06,3773.75,44.243,240.767,M
9415.5,5888.84,3762.55,44.499,219.079,3
9415.7,5888.51,3760.9,44.499,219.079,1
9415.89,5888.22,3759.44,49.311,217.22,M
9416.15,5887.79,3757.3,39.722,221.284,M
9048.73,6252.56,4010.65,52.251,86.878,3
9047.34,6254.17,4010.31,44.579,90.778,1
9045.03,6256.87,4009.72,32.485,81.812,3
9041.53,6260.95,4008.84,46.61,81.869,M
9035.93,6267.44,4007.36,39.87,68.774,M
9024.87,6280.34,4004.37,39.755,68.79,M
9075.27,6226.9,4019.46,46.29,95.25,1
9065.68,6239.26,4017.59,72.001,103.014,M
9108.99,6175.52,4032.38,22.019,133.121,1
9101.32,6182.69,4032.75,81.161,63.83,3
9036.86,6243.89,4033.34,35.164,118.802,M
9020.77,6259.03,4032.91,61.537,65.564,1
9018.15,6261.51,4032.84,37.462,85.06,M
9014.37,6265.08,4032.74,34.754,77.548,3
9012.76,6266.57,4032.68,45.222,77.832,3
9012.1,6267.18,4032.66,41.182,80.821,1
9010.26,6268.88,4032.59,38.896,73.743,1
9009.08,6269.96,4032.55,45.157,77.581,3
9006.77,6272.1,4032.46,63.472,75.771,3
9005.85,6272.94,4032.42,32.488,68.637,1
9004.53,6274.16,4032.37,60.625,58.9,3
9002.77,6275.79,4032.3,26.667,86.811,3
9000.93,6277.48,4032.24,34.39,76.175,3
8998.94,6279.31,4032.15,34.307,75.903,3
8997.01,6281.05,4032.03,34.228,75.639,1
8993.83,6283.93,4031.83,41.354,62.139,M
8992.86,6284.8,4031.77,42.725,69.194,M
8989.6,6287.75,4031.57,41.248,61.649,M
8987.82,6289.35,4031.47,36.317,82.011,M
8986.49,6290.56,4031.38,51.575,65.127,M
8984.41,6292.43,4031.23,42.442,68.3,3
8982.84,6293.82,4031.09,33.659,73.797,M
8981.35,6295.14,4030.97,33.6,73.607,M
8980.75,6295.67,4030.91,33.577,73.531,3
8978.74,6297.46,4030.74,40.983,60.416,3
8977.54,6298.52,4030.64,33.458,73.124,M
8976.2,6299.71,4030.52,33.42,72.967,1
8974.26,6301.44,4030.35,33.366,72.738,M
8972.77,6302.76,4030.22,31.519,63.857,M
8967.53,6307.38,4029.75,40.368,55.424,M
8963.6,6310.76,4029.32,37.434,68.445,1
8959.9,6313.94,4028.92,41.817,65.787,1
9086.46,6256.94,3979.38,36.191,90.657,3
9085.92,6258.04,3978.82,35.907,82.053,M
9083.72,6262.43,3976.58,53.064,83.789,1
9082.79,6264.31,3975.63,53.032,83.705,M
9081.06,6267.77,3973.87,31.487,82.391,M
9080.09,6269.87,3972.81,40.151,83.15,M
9140.47,6155.45,4023.6,45.259,91.597,M
9140.2,6172.26,4002.73,35.944,90.62,M
9140.08,6181.78,3990.62,42.525,78.44,M
9140.17,6214.94,3946.87,32.029,126.009,M
9140.17,6215.29,3946.39,41.821,96.513,M
9140.21,6218,3942.67,40.215,72.183,1
9140.24,6220.96,3938.52,41.612,61.89,M
9140.24,6221.31,3938.03,33.744,71.991,1
9140.25,6222.12,3936.89,48.813,85.81,M
9140.25,6222.99,3935.67,46.988,72.231,M
9140.26,6223.62,3934.77,52.627,81.491,M
8729.27,6408.47,4306.55,51.297,60.214,1
8724.35,6409.28,4306.25,45.139,66.452,1
8714.65,6410.81,4305.5,41.368,109.523,1
8710.16,6411.49,4305.12,65.642,56.45,3
8683.01,6415.58,4302.39,61.956,44.629,3
8673.75,6416.84,4301.32,64.423,54.96,3
8653.52,6419.45,4298.9,41.76,75.715,3
8652.88,6419.53,4298.82,43.971,43.685,3
8652.83,6419.54,4298.81,58.735,86.881,1
8649.67,6419.92,4298.41,42.439,62.409,M
8640.86,6420.99,4297.31,41.404,76.719,3
8623.55,6423.86,4294.93,40.928,77.518,1
8614.26,6425.33,4293.6,42.658,89.453,M
8646.93,6440.52,4301.75,48.287,71.458,3
8644.59,6441.25,4301.59,51.276,68.308,1
8636.01,6443.91,4301,42.636,78.661,3
8629.96,6445.78,4300.58,57.547,63.247,3
8628.2,6446.33,4300.45,54.095,65.366,M
8624.35,6447.54,4300.15,42.26,78.62,M
8621.64,6448.39,4299.92,44.736,74.471,M
8616.07,6450.14,4299.46,54.13,80.233,M
8613.93,6450.82,4299.29,50.42,67.341,1
8611.84,6451.45,4299.11,44.407,73.62,3
9415.42,5764.95,3909.35,39.006,71.995,3
9413.45,5764.69,3903.8,41.19,55.598,M
9385.88,5761.01,3827.83,37.961,61.024,3
9384.9,5760.87,3825.16,40.339,76.653,M
9384.39,5760.8,3823.8,39.858,71.377,1
9383.77,5760.72,3822.12,39.063,66.118,3
9381.93,5760.45,3817.15,30.5,81.775,M
9381.34,5760.36,3815.56,30.083,74.942,M
9380.79,5760.28,3814.06,30.083,74.915,M
9379.26,5760.06,3809.94,56.997,52.087,3
9432.97,5753.63,3940.57,63.186,58.553,1
9432.55,5752.94,3939.01,65.104,51.788,M
9430.91,5750.22,3932.95,36.185,87.791,M
9430.04,5748.81,3929.81,33.74,69.408,3
9427.11,5744.01,3919.15,37.707,64.93,3
9426.03,5742.34,3915.34,42.595,68.513,3
9396.81,5700.92,3819.19,39.88,77.257,M
9386.12,5686.95,3785.96,40.016,78.283,M
9383.04,5683.01,3776.55,38.656,76.213,M
9379.82,5678.94,3766.8,40.355,67.056,3
9376.68,5675,3757.3,45.341,69.83,M
9374.05,5671.77,3749.38,40.112,67.962,1
9434.37,5755.89,3929.71,50.68,69.123,1
9434.35,5755.77,3925.16,50.563,74.708,1
9434.33,5755.53,3916.57,45.61,76.019,M
9433.36,5751.95,3819.49,21.193,72.804,M
9432.98,5750.93,3791.86,26.958,51.193,3
9432.81,5750.55,3781.07,51.503,74.754,1
9432.4,5749.81,3762.74,41.913,77.448,M
9431.88,5748.83,3740.82,41.778,80.092,3
9430.55,5746.88,3702.84,38.779,67.047,1
9434.52,5750.51,3917.43,40.395,82.083,M
9434.39,5745.26,3892.06,54.779,64.49,3
9434.02,5739.94,3866.21,49.101,69.458,M
9431.75,5724.99,3793.36,48.21,80.827,M
9431.67,5724.6,3791.51,48.216,80.883,M
9431.61,5724.33,3790.19,48.221,80.923,M
9431.54,5723.99,3788.57,48.226,80.972,1
9431.43,5723.47,3786.03,46.233,90.348,3
9431.4,5723.3,3785.25,47.233,85.754,3
9431.24,5722.59,3781.82,47.21,86.023,1
9430.97,5721.32,3775.66,45.18,95.92,M
9430.89,5720.97,3773.89,49.984,97.92,1
9430.86,5720.84,3773.21,45.105,71.308,M
9430.81,5720.62,3772.13,41.884,60.946,M
9427.91,5709.88,3715.82,50.594,72.592,1
9427.51,5708.58,3709.16,41.773,65.306,M
9434.64,5722.78,3856.14,42.721,58.843,M
9434.24,5715.33,3835.66,54.356,57.728,3
9433.43,5701.15,3796.14,44.954,83.949,3
9433.36,5700.09,3793.12,55.795,69.705,M
9433.3,5699.24,3790.71,51.222,67.459,M
9433.27,5698.76,3789.35,48.158,75.981,1
9433.23,5698.12,3787.51,51.214,67.841,1
9432.87,5694.33,3776.65,48.139,77.5,M
9431.36,5682.82,3743,32.064,76.115,3
9430.84,5679.11,3732.07,40.439,85.858,M
9429.71,5672.29,3711.61,53.627,65.546,1
9429.57,5671.44,3709.05,46.336,71.046,1
9429.56,5671.38,3708.86,46.336,71.051,1
9429.22,5669.51,3703.22,40.391,87.785,M
9428.04,5663.11,3683.89,55.474,77.175,M
